,order_id,merchant_id,staff_id
302664,6734ef6b-5059-48ca-b0b4-3d099b555765,MERCHANT43434,STAFF0007973
302665,03176b7e-3975-464d-9353-6f10700a2524,MERCHANT64856,STAFF0050418
302666,644db412-d997-4b0a-99bf-9f94e062f3fb,MERCHANT10197,STAFF0041073
302667,7b2d97da-b44c-4657-8940-1eb74bc5f76c,MERCHANT5662,STAFF0058606
302668,bc82a980-b64d-4649-aec3-5dcc5bf58a93,MERCHANT14873,STAFF0032258
302669,8fe3cc16-f82c-47e0-80fb-08a56e69e05c,MERCHANT29775,STAFF0003083
302670,0b39eef0-ed43-484d-b698-7385bd388b53,MERCHANT28053,STAFF0017200
302671,db91bcde-d0ed-4c6a-9152-df01d58dd429,MERCHANT36771,STAFF0059171
302672,ea18ec43-e72c-4d43-8455-0345ef08993b,MERCHANT13786,STAFF0025117
302673,ddfe950c-c942-411c-9517-c91fa00bb2c8,MERCHANT42254,STAFF0031089
302674,05d588a3-cde1-4086-ae19-8a8a356ee6cb,MERCHANT61278,STAFF0065272
302675,69d0e0e2-ae03-43be-8241-68fafd233ca7,MERCHANT48162,STAFF0051494
302676,d52878bc-1d28-4330-a5c4-50c98e11ab28,MERCHANT23657,STAFF0031979
302677,4d4565e1-3794-4df5-b7e7-2edf7729a791,MERCHANT59540,STAFF0000990
302678,5e09b0c2-98c2-4edd-9eb8-6372247acee1,MERCHANT11256,STAFF0039388
302679,1b2eb703-4610-4648-981d-e7aba40239fb,MERCHANT64355,STAFF0001505
302680,37690903-964a-44e0-9f43-c851921a225a,MERCHANT40474,STAFF0055113
302681,073eb053-e9ad-496e-8cb7-92ca4d353b87,MERCHANT38135,STAFF0055948
302682,7bf1df67-d329-4d6b-83c8-69e02733ada6,MERCHANT64244,STAFF0004199
302683,9a9bd355-ec40-4d72-b1ab-3e5542da60e9,MERCHANT63749,STAFF0016012
302684,0a72c6dc-e65f-4514-b9f0-0001fef0d737,MERCHANT45511,STAFF0043477
302685,833cbbfc-f7a3-4bae-be12-763aee90781a,MERCHANT52994,STAFF0034892
302686,933fb982-ed4a-4b13-8d56-8971810fd6e8,MERCHANT63133,STAFF0034481
302687,71ab7379-c614-46f7-a91d-26bfcce6346a,MERCHANT52769,STAFF0022722
302688,1cdd37ce-16dc-475f-9e52-7b5b7ea62398,MERCHANT53798,STAFF0026752
302689,54ec9d37-aae2-4ded-aefd-72e8a0cebb39,MERCHANT54669,STAFF0005669
302690,99b68e38-5121-4f35-ba38-cc6b64f65ed4,MERCHANT60291,STAFF0062873
302691,d447190a-cf03-4dd7-bc68-20292f0408f4,MERCHANT22652,STAFF0041371
302692,fd42fb2d-4356-4c22-9c61-4d327d251b80,MERCHANT53212,STAFF0060005
302693,43094ee2-d903-4187-ab77-d191642f391c,MERCHANT47781,STAFF0003954
302694,3d519ea2-4b4c-44e2-89b5-9342814755c3,MERCHANT35943,STAFF0021983
302695,2bb2ff02-298c-42a4-9ad3-960123a5c1be,MERCHANT20543,STAFF0042561
302696,4133ec6c-6f4e-4238-a685-a813c7d3c1e9,MERCHANT38808,STAFF0061629
302697,fe95e486-c165-487b-ade7-926e18be62ae,MERCHANT54423,STAFF0062422
302698,61028447-3f66-46b8-8705-e061a661c09d,MERCHANT47740,STAFF0039099
302699,2371acc4-fb07-4b02-9bcd-674b69548bbb,MERCHANT14474,STAFF0022378
302700,86b3f053-d023-4cf5-8962-7f511c75dc0a,MERCHANT51538,STAFF0030848
302701,d87dd4c4-d605-429f-b731-a8b9be418f63,MERCHANT46182,STAFF0020930
302702,c25c4efb-1b38-4e4b-a5f2-7b2fa9dd02d5,MERCHANT5307,STAFF0003251
302703,052e00e8-dcc7-467f-a47c-a360f581f26a,MERCHANT61443,STAFF0045191
302704,b0f71a26-4104-4ebc-9e06-a71099703cc3,MERCHANT0928,STAFF0015033
302705,1a5bfb29-9ae8-4ae2-960b-1cd2f1f9494c,MERCHANT60828,STAFF0023048
302706,e5fd2584-fc0f-4d05-add9-e11697b9fd39,MERCHANT15155,STAFF0043534
302707,f98d13a7-cf52-4f01-8766-14efeac65b75,MERCHANT18217,STAFF0027391
302708,6d9d2422-e72a-4379-adfa-4dcb322f1d1e,MERCHANT1660,STAFF0031373
302709,06637df4-fc0b-4bc1-a86e-3c873f19fbd1,MERCHANT64316,STAFF0021166
302710,d4f19a6c-eda6-451f-a5f2-8cfed7e988f2,MERCHANT13057,STAFF0017738
302711,00411ba5-6cc1-47c8-b3c3-58e878874a27,MERCHANT11419,STAFF0025261
302712,64c8f07d-e9c9-454f-8c80-ae4b4f5bdc90,MERCHANT41069,STAFF0027757
302713,0d8eced6-307a-4c3c-893b-110758500a30,MERCHANT54520,STAFF0061186
302714,869a8964-f035-490b-a758-c1f68139927a,MERCHANT0769,STAFF0006332
302715,d94f5533-fe70-444e-9962-8a920b636e1e,MERCHANT29727,STAFF0049628
302716,491eb4c1-59ff-4745-8afd-499afbbe79c9,MERCHANT13024,STAFF0042372
302717,8a525274-3f80-47fb-9dd1-176088bd6d78,MERCHANT49268,STAFF0033140
302718,63c77bee-e7ac-4843-9a8c-2010ac7febab,MERCHANT1482,STAFF0020125
302719,5de2f961-2281-4da5-875f-f64af092255a,MERCHANT55048,STAFF0030690
302720,83808d5f-2cbd-46a2-8a46-f5a56c413a0c,MERCHANT59368,STAFF0024348
302721,f798c9b0-5792-4d4a-b310-a0284731a086,MERCHANT12072,STAFF0052643
302722,accbe38b-6ba2-4c1b-b635-138c4333096a,MERCHANT27125,STAFF0001960
302723,6f72d630-8ae1-4fdc-81ca-9195ce650a61,MERCHANT38385,STAFF0012753
302724,b0014ad8-f150-458d-a63a-cfa991e7e418,MERCHANT61308,STAFF0059619
302725,83dff69a-06d6-4271-b068-93ed74f9b759,MERCHANT47555,STAFF0003759
302726,cf34b079-c672-4fb6-a79b-ece9af577795,MERCHANT65286,STAFF0006528
302727,1b8e860a-954b-4890-8808-e46f351e42ca,MERCHANT19086,STAFF0037896
302728,ef278157-2e79-49f4-8c37-a3967330b64f,MERCHANT44508,STAFF0052878
302729,933d51fd-f68b-429d-b53c-c12f9a3dc748,MERCHANT4614,STAFF0035997
302730,8a2e4ae5-08e6-44a5-960b-3b69772a4c22,MERCHANT19157,STAFF0036863
302731,cd797619-8790-4efd-b106-1af0c2a4b4b6,MERCHANT3233,STAFF0027205
302732,0f2db434-46d6-4be2-8831-154601da73ec,MERCHANT30553,STAFF0061436
302733,4df67729-a82d-4a69-937d-c26d4bb39541,MERCHANT5771,STAFF0056073
302734,2016c99d-a9e1-490d-b505-368b1f7cd7c0,MERCHANT53798,STAFF0064418
302735,e6d05747-7e33-43e9-bd58-174f0671f012,MERCHANT43118,STAFF0062303
302736,1b43f098-d125-4e6a-8bc8-b32b9ce2f140,MERCHANT61277,STAFF0041000
302737,23c7544c-df0f-469e-93a8-1d39c4b2d9da,MERCHANT17923,STAFF0025803
302738,c268a86d-357b-4c78-aaa6-b0ca09f679e3,MERCHANT18374,STAFF0040676
302739,0aa86da3-3952-47bc-bcba-31ad1b5d943e,MERCHANT54734,STAFF0052392
302740,3e4daa05-ea76-4926-b3c5-79e08b2976e0,MERCHANT36126,STAFF0044368
302741,8646fbbb-bef9-499e-9250-90b83eb963d3,MERCHANT32678,STAFF0044615
302742,320941a5-c1ea-4e62-af0f-2a20f2dc8b3d,MERCHANT37675,STAFF0034481
302743,cf800fa9-2f17-4f19-84ef-88f5ac986002,MERCHANT34477,STAFF0023820
302744,4a895a58-abef-4f1e-a71a-f49f38e62682,MERCHANT9700,STAFF0010874
302745,c3a436a2-81c1-4241-9975-df1934e61e64,MERCHANT16418,STAFF0046181
302746,084769f0-d09b-4cac-bcdc-966f037a8d1a,MERCHANT4117,STAFF0059886
302747,52b7f65d-a630-4c68-8b0d-3fe832d45eab,MERCHANT64051,STAFF0052267
302748,3417c90f-65b2-4305-8ce3-84e45bd6db37,MERCHANT24172,STAFF0029131
302749,4d3c67ca-0878-4815-a31c-c3d4c4a54092,MERCHANT50453,STAFF0061502
302750,74343adb-8ff5-4066-aeda-b43082aa7c4c,MERCHANT27471,STAFF0054136
302751,f7bbf757-6da4-4822-ac61-dad4515dc227,MERCHANT8454,STAFF0013436
302752,8e49861a-234c-4a0e-ab7c-c500d967ddf1,MERCHANT40083,STAFF0015912
302753,8685f903-8a2a-4c59-bacc-bb9859fd365c,MERCHANT45557,STAFF0048712
302754,78154769-0c39-48fa-a6eb-fdbd6c635e9d,MERCHANT7672,STAFF0005229
302755,906f4215-f4f2-49e8-852d-3a598cb8f805,MERCHANT28184,STAFF0065351
302756,db50d943-8adc-4cce-b4cf-064a54a818d0,MERCHANT36131,STAFF0049626
302757,8f13c5b5-62eb-4bd8-a490-1f51b1ae888f,MERCHANT61111,STAFF0045920
302758,fab7461a-00ff-4dd0-b7fb-082dc74d1f7b,MERCHANT41557,STAFF0026879
302759,d88b99b3-36e1-44ea-9505-1c44d85e4813,MERCHANT12979,STAFF0053268
302760,cb6e717a-d132-4c38-8f02-602110767df2,MERCHANT55339,STAFF0013193
302761,7b933a53-04f3-43fb-8f7b-5d6cac10fab7,MERCHANT17783,STAFF0061400
302762,74e1f635-9633-4709-8d85-a7b1a032ffac,MERCHANT34409,STAFF0029445
302763,31c425b2-ae00-4aa0-b10c-bdfd5e951b7e,MERCHANT39018,STAFF0001656
302764,194a281f-49ef-4328-93db-6491140a2f6b,MERCHANT36681,STAFF0055607
302765,9d320158-7c10-45c5-ae22-718f7c14c22b,MERCHANT59361,STAFF0024957
302766,01d3124a-92d6-49dc-b467-ef4c7d89e00f,MERCHANT11725,STAFF0019463
302767,24500d98-4952-4c1f-9b77-8afff6798567,MERCHANT10629,STAFF0041227
302768,ca706146-b875-4612-9da7-f851935f40e6,MERCHANT61411,STAFF0030365
302769,5a783989-3e6b-4df2-9045-15163eee47d1,MERCHANT24760,STAFF0033848
302770,47976e5d-0eb8-4b94-aa1d-d8e71cdfe158,MERCHANT32245,STAFF0038669
302771,0742fd16-49e9-4bd4-83a5-405b478e622c,MERCHANT12541,STAFF0052937
302772,9befb0bb-1aa7-483b-bf57-f3c558228c85,MERCHANT5249,STAFF0036655
302773,6f28f2c8-5195-4abb-893e-140e4697e85d,MERCHANT27675,STAFF0013320
302774,8848466f-bbf8-4d5f-8347-4f6b07f6d1bc,MERCHANT17214,STAFF0032491
302775,a3b6f019-c273-47e2-b446-45bd8036e628,MERCHANT42609,STAFF0013795
302776,26a3ad49-e0c1-4367-bf50-ddf82ec4d6a4,MERCHANT50591,STAFF0012026
302777,502b5b32-a803-4810-a371-e6e14525ffd3,MERCHANT8210,STAFF0000592
302778,c792656c-545b-4f1b-ab20-70aa643eb1af,MERCHANT38306,STAFF0036248
302779,c0419aba-be68-4136-87b7-9c49ee20f722,MERCHANT34431,STAFF0053363
302780,915d95c0-8aad-4449-aea1-111d4770f7c1,MERCHANT59776,STAFF0011917
302781,0927d574-6831-4add-be62-c27e3f3cb35d,MERCHANT48360,STAFF0016449
302782,5af5737b-d185-41bb-bde6-603847172243,MERCHANT55712,STAFF0018252
302783,7741662d-1020-4f00-8984-1f3d04f1b719,MERCHANT52499,STAFF0017247
302784,7b68a3f3-344e-4b97-8124-9c34d1efb991,MERCHANT1190,STAFF0051855
302785,801dfdb9-fdba-4684-8d18-044239bc9b3f,MERCHANT58436,STAFF0031010
302786,164790ca-cb97-4b69-b314-e394cd803e17,MERCHANT25609,STAFF0020889
302787,db7d973e-bf5b-41bb-a837-c4dd4f898358,MERCHANT43734,STAFF0020331
302788,bc82db5e-25e7-4f36-a881-439d49b8f200,MERCHANT46842,STAFF0003997
302789,47276277-cc3c-47c8-983f-8bfdd7322757,MERCHANT20163,STAFF0028036
302790,ef925dc1-92a5-424c-841a-5216af68a73b,MERCHANT13023,STAFF0016035
302791,5e8f5afa-2b55-4120-9f73-0ba2cb601e3c,MERCHANT20290,STAFF0022857
302792,1721c848-9d23-49a6-8659-cf641f936639,MERCHANT53168,STAFF0018531
302793,5f341414-a77e-4803-9dfa-5c70b6042d41,MERCHANT46662,STAFF0052668
302794,5869b9eb-f0fd-4451-bb5f-ec4c05e3e87b,MERCHANT49268,STAFF0036697
302795,8d9dbd74-ad3b-4856-9650-2a6082ea4157,MERCHANT41956,STAFF0060635
302796,5cb60053-aa92-4816-abbf-676de0b37b15,MERCHANT55293,STAFF0031089
302797,19404316-cdbb-4e06-96fd-36063f4ee2ce,MERCHANT6194,STAFF0032664
302798,c3ff27f3-c5f6-447d-82d2-c52965b958fb,MERCHANT27735,STAFF0053900
302799,5ea5a05b-2c5e-44c8-8966-77b5d520956a,MERCHANT28076,STAFF0058835
302800,5ea8603f-34ab-468d-8368-ba16707b03ee,MERCHANT12875,STAFF0029889
302801,30c91547-2e10-4d26-a343-0c140295759c,MERCHANT57017,STAFF0006627
302802,c7538178-13c0-4af3-9022-b0f3934ddcae,MERCHANT63133,STAFF0044296
302803,953ef7bc-850f-4745-a3f6-16488653a23a,MERCHANT3801,STAFF0041632
302804,fff96974-1d78-4940-836d-1456be8b5907,MERCHANT13339,STAFF0019563
302805,ce173082-78cb-4b7b-a154-b23a9463d736,MERCHANT45561,STAFF0030530
302806,692a4b58-7209-483c-bd8c-b57eedf289de,MERCHANT45281,STAFF0014985
302807,248c64dc-5436-498e-800a-3f1d77a5c0e9,MERCHANT61787,STAFF0039859
302808,e7cad47c-fc49-4e0a-91a6-48f0b5569b71,MERCHANT16639,STAFF0059821
302809,5b10bf58-2ddb-4d2a-b577-fd78c1f70846,MERCHANT39040,STAFF0048274
302810,95b30915-613e-4532-b7df-aa42fbc141d5,MERCHANT64162,STAFF0047983
302811,82c199b8-9d93-4976-adf1-2b20e288f008,MERCHANT58436,STAFF0004565
302812,5e8dd474-11dc-4761-8354-77e2432bfb53,MERCHANT38385,STAFF0049903
302813,cb8bd258-f206-42d0-96af-c84fa43ebed9,MERCHANT46434,STAFF0028526
302814,afa09812-d7e3-4a79-9e39-5e5e154090d3,MERCHANT16329,STAFF0007231
302815,d30ccc71-584a-4667-9e09-5b031f858e8a,MERCHANT31094,STAFF0057833
302816,a61819e5-db57-484c-8ecf-68f04ebbf07d,MERCHANT31583,STAFF0037820
302817,25c9025b-dce8-469f-885d-d4ae9a0ebc84,MERCHANT45153,STAFF0033682
302818,6ebeed75-8546-4019-9dbe-244503c16069,MERCHANT2162,STAFF0019938
302819,d4010b7a-2638-4760-8c22-7bca86f644e4,MERCHANT52763,STAFF0051257
302820,bd3519b2-f806-4601-ade5-3671f3ed43db,MERCHANT17783,STAFF0035268
302821,c0b5eab9-3c87-41a7-a7dc-58e8f586ed4f,MERCHANT16865,STAFF0037119
302822,90756216-09eb-48e9-9f64-072827ee4c87,MERCHANT37130,STAFF0058875
302823,48fbb6cb-1c7b-4d4b-8474-b8870fd5a0fb,MERCHANT41683,STAFF0055316
302824,4d5ee3e4-b93f-42c8-8f8f-5b8da0bc5d3e,MERCHANT1961,STAFF0039344
302825,310cb560-35cd-4740-9ae3-cf792fcbd95e,MERCHANT9685,STAFF0065445
302826,434e9721-93e0-43da-8b07-716c0912a3a7,MERCHANT16095,STAFF0030901
302827,b79569e3-c833-4999-a030-3acee3eaf93d,MERCHANT54096,STAFF0043714
302828,83cb8ef6-67a4-4e2a-b730-939142af6271,MERCHANT12034,STAFF0063941
302829,aafa7103-513b-4b07-a670-dfc3880d493c,MERCHANT22231,STAFF0034102
302830,c53f4df5-3f38-4d6d-b8c7-937f91d7f48c,MERCHANT20262,STAFF0030901
302831,1ded88a4-6314-46e7-b4af-f221ed5986b3,MERCHANT50190,STAFF0018588
302832,c0b3ba86-ed03-46fb-9d54-3649fce2ebec,MERCHANT8592,STAFF0015144
302833,84a858ba-a9a2-40b5-906a-a3ac6769a153,MERCHANT23463,STAFF0028809
302834,1a77e3b1-f000-4e85-bfcf-7e2b77d4feb1,MERCHANT62031,STAFF0008496
302835,2a7a3d0f-9446-408f-b59a-c854c5a45744,MERCHANT56427,STAFF0044560
302836,c12e9b09-cc6e-4eac-89f3-508973284ed1,MERCHANT56709,STAFF0043418
302837,cac7c690-b473-4765-a957-70665ab95bf6,MERCHANT39293,STAFF0059269
302838,8e2e0ccb-21db-4d6b-96ee-c26b6bc7aeea,MERCHANT40931,STAFF0054414
302839,bb118e44-2d3c-49f2-b842-cb777b06d4a7,MERCHANT34560,STAFF0026697
302840,cb1df361-a942-4dc0-a682-74bf29aeccd4,MERCHANT46842,STAFF0044447
302841,ac9967d4-f52e-4bae-8635-ab96ed474250,MERCHANT51351,STAFF0030946
302842,0c3b56ed-9747-455a-8cfd-f341421cb243,MERCHANT50433,STAFF0039631
302843,27f039ae-a186-46a2-93b3-fe0239e50bfb,MERCHANT6650,STAFF0005464
302844,b031f991-6dd7-4b08-8d64-83491a25bda6,MERCHANT24696,STAFF0007336
302845,5d23790b-b285-40c8-82db-66485a5f84c6,MERCHANT4124,STAFF0028324
302846,255983d4-22d5-468f-aac4-e334673f9e79,MERCHANT46913,STAFF0060856
302847,6daaa2d8-98e9-4e65-8025-038fc565a1b2,MERCHANT25251,STAFF0057493
302848,d2d62c2f-75a0-4d8b-87be-7da84c290f30,MERCHANT17978,STAFF0029167
302849,93bdf612-89de-494b-aa5d-94e8162de09a,MERCHANT59968,STAFF0034258
302850,80b58037-34fa-4fc3-a422-e5573a4edd3d,MERCHANT44611,STAFF0032621
302851,3ba360f7-ac0a-48a4-b56f-39a43ab639f8,MERCHANT59431,STAFF0036303
302852,e03e4066-602e-4a93-a93f-a99b50808efb,MERCHANT38322,STAFF0043507
302853,ba86d7c3-ddc2-4920-ae78-976dcecde7f8,MERCHANT46500,STAFF0052248
302854,0bacfe7c-dfc3-4206-b3e4-dca407d74571,MERCHANT58009,STAFF0035797
302855,66f67aa1-8e85-44e4-a01c-d07d9a2c3944,MERCHANT24625,STAFF0029023
302856,b0ff13c0-886e-420b-b780-702ed59c6d59,MERCHANT46273,STAFF0010676
302857,860e7d9f-556e-40f1-b1cf-ea5c005157f8,MERCHANT12727,STAFF0030365
302858,6c077732-64a4-4b68-ba40-13e86c6cd416,MERCHANT36955,STAFF0057200
302859,ea930014-257a-4840-85bb-2e4e7d7dd956,MERCHANT30068,STAFF0033577
302860,bcf5d13b-3ee2-4459-b79a-d9767367c019,MERCHANT64316,STAFF0062444
302861,a733c3d5-7687-41b5-b375-13d631f479a1,MERCHANT42176,STAFF0043312
302862,4a20646a-f95c-41ec-8d15-2089ccbf94fb,MERCHANT17180,STAFF0039262
302863,9c492ef2-9433-4d17-89df-3513bd5c6b49,MERCHANT37517,STAFF0023959
302864,6050abae-70c6-44c0-be60-61c3d9315b32,MERCHANT43497,STAFF0009843
302865,1eda8269-017e-400c-8e4d-e872299d27bb,MERCHANT50416,STAFF0034163
302866,10f1a556-53f2-486c-953a-d3e03d0a6c65,MERCHANT57431,STAFF0054743
302867,9e5fe768-cc0b-49a6-816a-d94d92992e91,MERCHANT38603,STAFF0006835
302868,abd28aee-5900-4c6d-8401-7e265608e06f,MERCHANT41623,STAFF0026370
302869,4e88de23-7fa5-4e06-aa01-a702740371d4,MERCHANT44320,STAFF0040303
302870,4b26f243-cfa4-41e0-b048-9360df3765a2,MERCHANT22741,STAFF0045666
302871,a139dbe0-11df-4ff1-bdef-298f29e2b756,MERCHANT8343,STAFF0040669
302872,7eb0f295-59a6-4a22-8399-b42914b233bf,MERCHANT62594,STAFF0049206
302873,a07eb73d-f6f0-414f-911a-fb242cfedba8,MERCHANT64816,STAFF0054834
302874,03164c91-6d4a-4e67-9b94-ba4d03450062,MERCHANT18217,STAFF0047876
302875,2e9908d3-97bd-4429-8cf6-d5e3a31765ac,MERCHANT53013,STAFF0042336
302876,db311167-2925-480f-93fc-06e0db88c867,MERCHANT18030,STAFF0028324
302877,1d0d8d94-6246-4beb-88e8-00eb00149fcf,MERCHANT55892,STAFF0017730
302878,04701433-90a6-412a-ab53-5c4ee8c1cb73,MERCHANT43222,STAFF0062305
302879,a1505787-19c5-4a20-b3c3-87891de96f85,MERCHANT44482,STAFF0065240
302880,a1ceafac-51c3-40b9-8a5f-df733f6588a6,MERCHANT49648,STAFF0047281
302881,a0a5c52e-4266-4c23-a4c9-a1d4d8198ff6,MERCHANT19085,STAFF0023296
302882,e6d604dc-f0cb-4ebc-95b1-d55c3637f328,MERCHANT28762,STAFF0059370
302883,019de069-27e8-4085-a957-17c2b5b04549,MERCHANT50864,STAFF0057851
302884,c6ec29b8-a065-42c6-a1d5-cbd3c7e438e3,MERCHANT61688,STAFF0013537
302885,5c586f35-2791-4d2f-884b-251edaa280c5,MERCHANT61552,STAFF0049772
302886,43609b3f-58c7-4ee5-a91f-015283a869c3,MERCHANT62199,STAFF0031748
302887,7956b886-e53b-46c4-8a30-55e3796e16ed,MERCHANT21145,STAFF0000133
302888,b11c6dbc-d569-490d-bcda-337ad5342657,MERCHANT12501,STAFF0008264
302889,3b0b37c6-17f0-4f8d-ae09-d221c88b1e8d,MERCHANT47128,STAFF0026483
302890,4e8803bd-3218-49a5-810c-9c332ca9ec26,MERCHANT19512,STAFF0052085
302891,59732eac-2eb6-457a-9b43-583574604e07,MERCHANT0336,STAFF0044841
302892,0ec03c8a-2c1f-4c25-90d3-335bb46104a6,MERCHANT23729,STAFF0038123
302893,0806c22c-2ded-4db6-8e55-48cd3ec5b606,MERCHANT6889,STAFF0058016
302894,9b20f2d5-26dd-44bc-883a-c9e78c743a14,MERCHANT9930,STAFF0031305
302895,6ba32c26-6cbd-4cba-ac3d-85042c40055f,MERCHANT16773,STAFF0042383
302896,b99a166e-6870-4884-8129-e3e20bb320b6,MERCHANT10767,STAFF0041073
302897,1fc4cead-74f4-4f3a-933f-60198a4d595d,MERCHANT42953,STAFF0047062
302898,30d8f4a2-1607-458a-9dbd-80db27417407,MERCHANT50612,STAFF0010390
302899,22880699-a0be-49d8-b2d8-6dcab874be4d,MERCHANT35458,STAFF0003703
302900,8827c5e0-a095-4ebe-a911-b6653cfa091b,MERCHANT42285,STAFF0054600
302901,3379b446-c662-40d9-b1a3-ac292c1b9f04,MERCHANT45846,STAFF0027010
302902,ac189b62-ec94-454f-a5e6-4d53b7789a38,MERCHANT46720,STAFF0003954
302903,f2459377-f749-42cf-837c-4b3215d0aa7e,MERCHANT28546,STAFF0043724
302904,2a4b389b-4bdb-484c-acca-b03fafc37d79,MERCHANT24545,STAFF0044718
302905,4d7b6b51-38fa-4325-993b-723eb8beb34e,MERCHANT62773,STAFF0022378
302906,f0e4d9a7-0015-4756-bf68-791a84c8cfaa,MERCHANT16977,STAFF0039276
302907,04746d01-8be6-4e84-8ce8-7441fbe2a6d8,MERCHANT47102,STAFF0039854
302908,4beb809e-3f19-4e70-b191-7d37af3d9f86,MERCHANT32443,STAFF0051261
302909,944f6cae-71cb-4671-8a6a-6f2b98d997e0,MERCHANT11948,STAFF0052653
302910,58bb303b-cda6-4057-88f6-a4240931f5ce,MERCHANT19809,STAFF0018772
302911,76630f3f-2360-4479-ab85-6791838d8caf,MERCHANT21814,STAFF0015968
302912,4ffe729a-04dc-4c2e-85e8-0b04b77f01ac,MERCHANT44672,STAFF0039549
302913,95a32af0-24de-4392-93b8-0b59581922e8,MERCHANT43330,STAFF0026493
302914,3546ee27-140f-47e9-a20e-98f26506fbe0,MERCHANT55540,STAFF0027595
302915,778a53a9-07ac-497d-83e7-6e214c420d2c,MERCHANT53610,STAFF0014726
302916,e4dd05b7-a100-4c9a-8e38-e897df912fea,MERCHANT38823,STAFF0051220
302917,60f0f367-76fd-4af2-8439-2fe3b9789e3e,MERCHANT34311,STAFF0013470
302918,8acc7fb5-90a8-4f12-84bd-4ebc6afe3e98,MERCHANT4112,STAFF0049631
302919,785e0af6-5f33-4eb1-baf2-6406f56c51cd,MERCHANT54665,STAFF0059765
302920,d0c563c9-73fa-4a50-93fb-793b7277a177,MERCHANT40487,STAFF0039095
302921,a0eea78c-c5c9-4e54-83c7-ffe330354d1f,MERCHANT54426,STAFF0027052
302922,12229f16-8e0d-4ffb-a072-ce8b5cef44a8,MERCHANT50130,STAFF0052267
302923,71d724cb-cfd2-4226-be89-646e983da623,MERCHANT2682,STAFF0031105
302924,47d23065-b67c-4ead-a5d3-a0d13ea5e475,MERCHANT2497,STAFF0024241
302925,96b0788e-4da9-423d-8eb6-8c1070ccf80f,MERCHANT47046,STAFF0026493
302926,3a247b73-fc56-4a6d-91aa-daa8fdc89a1b,MERCHANT25370,STAFF0043288
302927,5762662b-f93e-4d05-93d9-030cc13d7d69,MERCHANT6216,STAFF0004450
302928,c13e9d54-60a8-4717-a39c-a702614dc56b,MERCHANT52535,STAFF0062188
302929,fd0ba2f9-1133-423a-ac71-4950aa158c8f,MERCHANT25849,STAFF0061747
302930,aadbf638-cadc-4ada-a69d-cf0812b3eb63,MERCHANT41710,STAFF0004100
302931,3f7f7351-9960-4383-b138-c2c5eed0f97e,MERCHANT14657,STAFF0001743
302932,5ed0a1e3-bfdb-46be-874e-8689e1b61c1d,MERCHANT2285,STAFF0008820
302933,07d28fc2-f509-4fa7-8d55-95806371c734,MERCHANT35156,STAFF0010753
302934,838c2172-0cec-485e-a05b-542561fe93c5,MERCHANT32770,STAFF0025230
302935,ea5bfe27-2afd-4386-b424-1eca483690d6,MERCHANT1377,STAFF0002662
302936,1c5f89c2-40ae-45b0-9cde-ec98c7c68dc5,MERCHANT14977,STAFF0043521
302937,c7a5017a-0f91-4243-a8d7-8e718a8746fa,MERCHANT45991,STAFF0057025
302938,01a99a06-0650-426d-bde8-78bc44b0a39d,MERCHANT4300,STAFF0035436
302939,3e10e24f-16e5-4f6f-be1e-8781aa43e2fd,MERCHANT17869,STAFF0043724
302940,6b658a7d-7878-49a7-8154-8a1d6910ab4a,MERCHANT41269,STAFF0047024
302941,9b9b295d-81eb-43cc-9c38-3e81a7b611e3,MERCHANT13352,STAFF0036732
302942,94ecec77-b7db-48f3-a304-11825c85dfb1,MERCHANT32130,STAFF0010900
302943,69706f3e-b418-44f5-af41-ee6902ca8afe,MERCHANT60526,STAFF0003997
302944,6cba4504-2e82-48ff-add0-8eecd03d51c0,MERCHANT24636,STAFF0051195
302945,2b289616-777e-417c-89ce-8a9ce3e92490,MERCHANT22249,STAFF0047983
302946,e710b0d1-6335-42d9-af70-217987b246ba,MERCHANT19080,STAFF0016453
302947,9e868576-b546-43be-920a-e8470b125474,MERCHANT63214,STAFF0033468
302948,9cd659ab-8f8a-4457-a10c-9e2491474803,MERCHANT33283,STAFF0032083
302949,e3d06fc7-628b-4626-a858-67061504cd6d,MERCHANT42747,STAFF0020365
302950,dc4c7092-d8f2-4cf5-a40c-e11e117d8bc0,MERCHANT41426,STAFF0013842
302951,5d713463-9374-4439-8e4d-c6a686c346a9,MERCHANT1377,STAFF0023246
302952,67839f85-546d-4c5a-91c9-651d1ce7c9e6,MERCHANT40996,STAFF0011255
302953,614dca8d-286e-4a4e-a1ff-8e28cfc461a7,MERCHANT42692,STAFF0034450
302954,2f9d7df2-2f7c-484e-9292-fb317d1a7213,MERCHANT49132,STAFF0034064
302955,88f75137-8df8-427d-a834-bf5aa7efcd68,MERCHANT2285,STAFF0040297
302956,29cac13f-94b2-4729-9b9b-d8cd7d066936,MERCHANT56597,STAFF0001523
302957,2fadce7a-e28a-4a96-a20a-0e1d09f0c192,MERCHANT8581,STAFF0011442
302958,11dfccb8-f92b-40d7-91d1-4d7b1e63f6a9,MERCHANT21239,STAFF0037911
302959,c936ee4c-9838-4704-ba30-b347e5880cdb,MERCHANT18660,STAFF0046093
302960,647e74bd-f04d-4c01-9d93-86f531043ab9,MERCHANT34856,STAFF0018962
302961,d9456a84-4965-45cd-b997-2084b3b4a8de,MERCHANT53798,STAFF0055158
