,transaction_date,campaign_id,order_id,estimated arrival,availed
142032,4/26/2022,CAMPAIGN11190,ff3dd3fe-4eac-4e95-9270-195c516bb217,6days,1
142036,10/4/2023,CAMPAIGN52447,ede0a221-6e3d-451e-9143-d092028c5690,4days,1
142045,12/4/2021,CAMPAIGN53595,2120e084-6414-4f96-826e-a23796dae3ab,14days,1
142051,12/27/2022,CAMPAIGN52447,734ff6c3-ae15-4a35-a1fa-1a3200745803,6days,0
142058,4/5/2020,CAMPAIGN46302,43faa926-0dfb-4f5e-aa90-7e6bdf83ed6d,12days,0
142063,2/4/2021,CAMPAIGN03110,41c41999-a514-481f-a0f9-1375e6e43ea9,10days,1
142064,6/10/2021,CAMPAIGN52447,0d0428d4-ad56-48b2-ab60-0843f3bf5cf5,8days,1
142068,5/28/2022,CAMPAIGN52447,1d7f6ffe-3aef-41f8-9315-93cf5d78f253,8days,1
142069,5/1/2020,CAMPAIGN11190,70994d9c-2d6c-4282-bae0-56b045db37b7,6days,1
142071,5/2/2023,CAMPAIGN11190,6250169a-5ce4-4eef-90f5-d9585642f36c,7days,1
142082,7/17/2023,CAMPAIGN24776,9090981d-5ccd-4b62-b5fe-ae0a9ddadd49,5days,1
142088,11/23/2022,CAMPAIGN33679,a4ae470f-b85c-48ed-b384-7339b71b1d95,7days,0
142093,3/22/2023,CAMPAIGN46302,add38750-d57d-4ad3-9677-f9f2f8ea72ae,4days,1
142094,5/21/2022,CAMPAIGN49972,46ca86b3-023d-458c-90ef-d37642124508,6days,1
142096,11/4/2022,CAMPAIGN53595,ac3cf04a-f5d9-44c7-9b02-c1a233221095,15days,1
142097,8/5/2020,CAMPAIGN52447,ae26002a-32c9-4c33-ba98-cfce1418ee9a,14days,1
142101,10/8/2023,CAMPAIGN11190,db677ca0-8006-48e1-a008-45347baba29b,3days,1
142124,1/30/2022,CAMPAIGN46302,5c975510-97da-473e-914f-9a75ca4abf7e,14days,1
142128,7/9/2022,CAMPAIGN24776,c639ae2c-90d4-4550-88f3-bb6d0fa52da3,12days,1
142129,6/6/2021,CAMPAIGN29983,39405b3c-11f3-4dc8-b79d-ea28d13d0f59,13days,1
142131,9/11/2022,CAMPAIGN52447,d80b5caa-a582-460a-90ac-a105af9390cd,14days,1
142133,1/19/2020,CAMPAIGN53595,1d5061ad-2965-49cb-b14f-a66056e52eda,7days,1
142139,11/17/2023,CAMPAIGN29983,12ece863-a51a-4bd4-8ba9-e127930d00aa,4days,1
142141,10/11/2022,CAMPAIGN46302,4a32d2f6-def1-45b8-9db6-39da307ddbfd,11days,1
142142,1/19/2021,CAMPAIGN49972,980cd269-64d7-4188-b0f0-f06a5818232c,14days,0
142143,11/8/2023,CAMPAIGN61872,11deb0e1-640a-4f91-8f92-6e8ed9c92dd1,8days,0
142153,7/3/2021,CAMPAIGN49972,460e8853-ca78-42ea-bc3b-ee49c804cca1,9days,0
142155,1/4/2021,CAMPAIGN46302,8a90f5ab-a0b8-46ec-bfe9-97146f30726e,10days,0
142156,11/24/2022,CAMPAIGN29983,d3f53d59-d660-4755-b8db-66e7cfbb5f43,13days,1
142160,2/7/2022,CAMPAIGN46302,e8752a09-94f5-4510-ad73-d59c758dea52,14days,1
142161,6/20/2023,CAMPAIGN49972,dca5a22d-ac96-4515-b9d6-348443e9fb4b,3days,1
142162,1/4/2023,CAMPAIGN03110,3e2fb3f8-0f9b-4f81-aa91-290ec28af009,4days,1
142163,3/7/2023,CAMPAIGN03110,b824fca0-4483-4999-8019-acf53bafec50,6days,1
142165,5/12/2022,CAMPAIGN46302,dccd14a8-a9cc-4b60-b09d-0d6d53f3174a,8days,1
142169,6/8/2022,CAMPAIGN53595,423ea722-b7fd-4251-9a02-ce0bbd97ed44,7days,1
142178,5/17/2022,CAMPAIGN24776,6bba60c6-1dd7-4d35-9efa-7b35ad46e57d,4days,1
142186,5/8/2022,CAMPAIGN29983,1e05abfb-969d-491e-a022-5e03c211d011,15days,1
142195,9/1/2023,CAMPAIGN29983,0065618d-f4bd-4bdd-b172-caef423506ac,10days,0
142196,4/24/2022,CAMPAIGN24776,9e9bc999-600c-429e-8c21-c34b8c904343,8days,0
142198,1/13/2022,CAMPAIGN29983,71b5e266-b5cf-4239-bab3-9218a4a24bf5,9days,1
142204,10/2/2021,CAMPAIGN61872,71dcb3ee-573a-4127-9779-a61ba0b159d2,13days,1
142210,7/18/2023,CAMPAIGN49972,8a73cb32-c547-437e-a4ad-c7c2309c6031,10days,1
142211,8/13/2023,CAMPAIGN46302,7de58417-a2d3-467a-aca9-2fdc8037748e,11days,1
142220,9/1/2021,CAMPAIGN46302,0e65dfe7-d19f-4386-9d82-47c2119c4ac8,8days,1
142221,9/14/2023,CAMPAIGN33679,8cfbe51d-624a-4ccb-922d-92a56cc22dd7,12days,1
142227,4/17/2023,CAMPAIGN11190,6efe2b63-37cb-444d-ba25-f2a4d8970042,5days,1
142232,5/19/2022,CAMPAIGN61872,2dbb9a7a-5be3-456c-9fa4-1aef84bdafb4,4days,1
142237,7/16/2022,CAMPAIGN52447,b5d4caa6-ba11-42d5-8c74-18f71f4e11ea,3days,0
142239,10/19/2021,CAMPAIGN52447,f69ac428-000a-4bf2-988f-2eb0000b5ded,14days,1
142245,4/11/2023,CAMPAIGN52447,a6c6231c-2a53-4596-b0ba-02477fd5beab,5days,0
142247,10/29/2022,CAMPAIGN53595,37b10b02-46a9-4992-91b4-651c26b56de9,9days,0
142249,6/18/2023,CAMPAIGN11190,714e6ee7-ff5f-4c9f-8bc4-534194513c48,3days,0
142258,9/28/2023,CAMPAIGN46302,d32ac274-a423-4d93-8426-1f6480f8bc8b,8days,1
142263,5/30/2023,CAMPAIGN03110,db2f957c-0774-4c45-927e-be56688a160c,15days,1
142264,3/10/2022,CAMPAIGN03110,77554597-6692-4610-898c-1f7c786e52a8,13days,1
142273,7/18/2020,CAMPAIGN11190,2bf7a34f-3b15-4a42-8083-5221f578cc3c,10days,1
142278,10/21/2020,CAMPAIGN46302,93cd32c7-198d-46de-a514-78a3ed175dbd,3days,0
142279,2/14/2020,CAMPAIGN24776,08e2787a-470c-4344-812b-06253b00528d,8days,1
142281,9/8/2022,CAMPAIGN03110,3bb5ff27-5820-4394-941e-a731289ad110,15days,0
142285,8/8/2023,CAMPAIGN29983,085ce705-e587-4d5d-a6a3-f994a2d8202c,13days,1
142290,7/12/2021,CAMPAIGN53595,cd857471-3d41-4671-8d69-6620fe99703d,8days,0
142291,2/24/2022,CAMPAIGN33679,e0b7e061-73e0-41b1-8c55-d72138cc6b33,13days,0
142294,6/7/2023,CAMPAIGN03110,1926f139-38f1-4c16-883a-7384ee7f45b5,5days,0
142295,1/31/2023,CAMPAIGN33679,91cb9825-e334-44a8-85dd-66d56df62987,6days,1
142300,4/6/2022,CAMPAIGN46302,98902569-69e3-4160-827f-8911fd4edf8a,8days,1
142301,5/9/2020,CAMPAIGN24776,2e641878-ba19-48e9-bcea-4ff5f1a36b19,13days,0
142308,3/4/2023,CAMPAIGN52447,ee92b8a9-beef-4c82-ab11-297a6b8c1b93,8days,0
142309,9/7/2022,CAMPAIGN53595,6a114e0f-0a18-4806-88c9-b7b533e60df4,8days,1
142319,7/26/2020,CAMPAIGN24776,aed6f517-49c9-4ebf-96e7-caa2e685acc8,10days,1
142320,10/9/2022,CAMPAIGN49972,f99e19f9-9d1c-4f37-a652-11bf0c98eee9,3days,1
142321,11/24/2021,CAMPAIGN52447,745a5667-78ef-470a-b922-08e18430b241,13days,1
142323,11/4/2023,CAMPAIGN49972,e46f296e-cbab-4dd8-89f6-e801615e22b7,6days,1
142325,3/4/2022,CAMPAIGN46302,9e35c9e6-881e-4d08-80a4-92512ab78f77,3days,1
142326,6/19/2020,CAMPAIGN49972,8871876f-952f-4ab6-9aa3-c65f6871f179,12days,1
142329,12/24/2022,CAMPAIGN53595,17801e5e-9066-49c8-9cd9-36ed1b61d5ac,3days,1
142333,9/17/2023,CAMPAIGN61872,e260cc65-b462-453b-b960-86c163dcb57a,4days,1
142334,12/20/2021,CAMPAIGN03110,76f8fbf2-ad8c-43da-a7c6-90aaddf22ed9,4days,1
142335,8/16/2022,CAMPAIGN11190,81ed99c5-1e70-45b0-971a-9b3b63bdedeb,11days,1
142336,4/6/2022,CAMPAIGN52447,4dd3eb9b-4c45-489f-aaa7-b51908936166,14days,1
142346,8/3/2021,CAMPAIGN46302,40a85a27-c534-47a5-b98b-4d2fc4196f70,7days,1
142349,8/8/2022,CAMPAIGN52447,7949ff2f-3829-4484-a3ce-464c96b43962,14days,1
142355,3/8/2020,CAMPAIGN11190,7406441c-1329-4a5d-bda9-ed8845c6147f,12days,1
142361,8/13/2022,CAMPAIGN24776,59941318-e344-4ed8-a658-7d275cd5cfc8,9days,0
142362,2/11/2021,CAMPAIGN49972,4624288d-79af-4e8b-8ec7-e5264304e945,14days,1
142365,5/13/2021,CAMPAIGN53595,943ae618-a4d0-4592-9d93-f4c2195dc3e1,12days,1
142368,4/8/2021,CAMPAIGN24776,a368a2fa-f257-4d0b-8528-19e6b14dadbc,9days,1
142371,12/6/2022,CAMPAIGN11190,705180ac-7ebf-43dd-b6d6-d3cd06532dcc,7days,1
142372,9/23/2023,CAMPAIGN11190,c6bbb4ce-4b44-4fd0-89f0-22472ff12812,15days,0
142374,8/21/2023,CAMPAIGN29983,082cb06b-8536-4fdd-b26d-a256d506b39c,7days,0
142375,7/25/2021,CAMPAIGN33679,345730eb-84ff-4167-84f4-9f59af0d5e9f,4days,1
142378,1/29/2022,CAMPAIGN53595,27870c31-09d3-4296-af1a-b780e4c777e5,7days,1
142380,2/6/2023,CAMPAIGN29983,3b307f1a-b5e1-411a-a213-607e0adf4f15,15days,0
142386,9/19/2022,CAMPAIGN33679,a7acba31-882a-4d29-9f33-70f4cc95a5e4,12days,1
142396,3/4/2023,CAMPAIGN53595,6dc1ded6-6187-4b11-bf02-4558d2b1c38d,14days,1
142399,11/30/2022,CAMPAIGN11190,f6b774e1-60a8-424b-9cd9-51706b52474d,8days,0
142402,7/23/2020,CAMPAIGN53595,eccce346-123e-4a55-ac16-ede4dc558c3a,14days,1
142405,7/19/2023,CAMPAIGN03110,78453e84-00b4-4934-ae38-bd18aa2750c2,14days,1
142413,12/31/2021,CAMPAIGN29983,f8cf9f10-d821-48b6-8814-aea93d7dd8ae,15days,1
142415,5/7/2021,CAMPAIGN61872,27a4579e-f112-4d6a-b14a-77852c67cca1,13days,1
142416,1/23/2023,CAMPAIGN46302,0ec5f111-212f-453b-8e47-87310e34310f,8days,0
142420,1/22/2021,CAMPAIGN11190,90178396-102f-458a-bca2-08afc528a213,7days,1
142422,4/15/2020,CAMPAIGN61872,d2053d10-2e27-49ec-92f3-30d33e529094,3days,1
142431,6/25/2022,CAMPAIGN53595,a2d01e81-34fd-4146-8296-3d813321a6d8,12days,1
142436,8/16/2023,CAMPAIGN46302,f3c1aef8-6ee9-475a-85e7-cc5939c60b11,15days,0
142442,2/29/2020,CAMPAIGN33679,c16b7469-1a19-4a27-b5e7-092f64db1f78,5days,1
142443,2/21/2021,CAMPAIGN33679,c8258d29-159d-4a88-ae17-d97dff737924,8days,1
142445,5/28/2021,CAMPAIGN53595,f1d33e2c-82fa-4ef5-88a9-bebaaeb5ef19,15days,1
142446,2/3/2022,CAMPAIGN49972,7e9bf992-e330-43cb-b36b-6fc2b2148483,10days,1
142447,11/4/2021,CAMPAIGN33679,30918d8d-2ec1-4e1c-8a31-f5ff55a91ee5,12days,0
142450,1/26/2023,CAMPAIGN33679,941b278a-2199-44a2-aad8-1d582169b3df,6days,1
142451,7/28/2020,CAMPAIGN53595,c59ed3f2-6bc0-4398-90fa-5683df5499d1,4days,1
142454,1/28/2021,CAMPAIGN24776,72a9575c-968f-4f87-a0e4-0f71e985cc5d,6days,1
142458,6/11/2020,CAMPAIGN11190,ed1f7bd7-a5fc-44e4-bb16-f689ed5218f2,10days,1
142459,9/6/2021,CAMPAIGN33679,5d7a3602-6468-4357-8fee-7e8340057040,6days,0
142462,1/9/2021,CAMPAIGN33679,a245b0a8-fea5-41ea-a02b-d93f2949bba6,8days,0
142467,10/8/2023,CAMPAIGN11190,916d449b-2474-4c0b-be10-9ecc4ce5f0c4,7days,1
142468,5/3/2020,CAMPAIGN46302,8fb98917-2d62-4a40-8a08-390bf0527f52,14days,1
142474,6/22/2021,CAMPAIGN46302,0b050859-d709-4ae6-9b06-d9757b630b3a,7days,1
142475,1/15/2022,CAMPAIGN11190,b88281a5-eb5e-4a56-9e55-c08513d64ca7,11days,1
142478,11/29/2020,CAMPAIGN29983,e4c4b67f-b416-42c5-87d3-5e39106b9b77,11days,1
142482,2/18/2023,CAMPAIGN29983,11190bd3-2195-445c-b4f0-4e7811261042,11days,0
142484,4/1/2021,CAMPAIGN33679,ba401d27-d6b9-49b4-bfce-be65d0696f21,14days,1
142485,7/15/2022,CAMPAIGN03110,97a05800-0150-44eb-8e63-cb617a03386d,14days,1
142486,11/6/2022,CAMPAIGN24776,6e474591-9ca9-45e1-8eb2-66cf05f72610,8days,0
142496,5/15/2023,CAMPAIGN11190,ecac8ed7-5c4b-49a3-a014-5de326e339c4,10days,0
142504,2/15/2022,CAMPAIGN24776,a55c02a3-47ee-4793-8829-e842d0145dbc,4days,1
142509,9/17/2020,CAMPAIGN46302,ee6cfec5-4d21-4d08-9927-3442051e56e7,8days,0
142517,10/7/2023,CAMPAIGN46302,6f765687-ce5f-4ab5-9c74-a06d9c074d2e,11days,0
142519,5/21/2023,CAMPAIGN11190,c623a51e-c433-4425-8fe8-abef2f57fb6a,6days,1
142523,4/8/2021,CAMPAIGN11190,4e16e838-06b8-428d-9b70-aadcd920b28a,11days,0
142526,8/19/2023,CAMPAIGN53595,a46369d1-1b16-4b6b-bb73-2867dab86742,5days,1
142530,11/17/2023,CAMPAIGN03110,38710e7e-2e8d-4edf-8c1f-d4fce8eae11d,14days,0
142531,1/25/2023,CAMPAIGN49972,873653b0-699a-47e7-ae6e-cab0ac9db68c,13days,1
142535,8/20/2023,CAMPAIGN03110,3e4d1b6a-5d87-4618-848d-06949b03aca8,5days,1
142537,6/11/2022,CAMPAIGN33679,a1e91083-1045-48b4-b9a7-daeb8b23e2b4,15days,0
142546,7/19/2022,CAMPAIGN03110,5852afad-2511-44a6-be41-66eb20620a12,14days,0
142552,7/14/2023,CAMPAIGN24776,c4828cac-b3d2-47df-a9f3-644e19704423,12days,0
142555,5/31/2022,CAMPAIGN46302,77301d41-5357-4364-a17c-7ee35a459bab,4days,1
142559,4/11/2021,CAMPAIGN46302,7e43ad6e-35f1-4553-80f1-ade6cf26901d,15days,0
142564,10/22/2020,CAMPAIGN29983,38d7ba19-f950-4d41-a3ac-1cc70b6a06c0,6days,1
142566,8/21/2023,CAMPAIGN52447,cc31423c-2681-410f-9cbc-f14639383612,11days,0
142570,7/8/2021,CAMPAIGN53595,e06ee89c-e9d2-48ed-ac59-2e973ccfd8d8,13days,1
142573,3/23/2023,CAMPAIGN11190,ca945c6b-4547-4027-8a45-ef4e391d77dd,12days,1
142574,4/27/2022,CAMPAIGN46302,66bb8212-ff37-4ae4-ad88-e09f78601ee7,10days,1
142577,6/4/2020,CAMPAIGN46302,52d3e89b-bba6-4b96-bea9-cfb205fcce08,11days,1
142581,12/28/2021,CAMPAIGN49972,950acb9a-a008-468b-bd5e-efbebeb9d5d9,3days,0
142589,12/31/2022,CAMPAIGN24776,689337ac-b470-43cd-afa4-058377fc89cf,12days,1
142591,3/14/2020,CAMPAIGN61872,5e4fedee-8964-4860-9ae4-7a484233e077,14days,1
142597,4/11/2021,CAMPAIGN24776,5b0710f7-6b49-4e01-ad72-6090683aa985,9days,0
142615,8/23/2023,CAMPAIGN03110,6515cf76-4e5a-4a25-8f22-8b7c380778bb,14days,0
142618,8/2/2023,CAMPAIGN46302,b57d2e1e-8eea-425d-ab49-6c1ce285fe32,11days,1
142621,1/12/2023,CAMPAIGN24776,883dcdb2-f068-41d6-a5ae-b687cacd9217,10days,1
142625,10/24/2020,CAMPAIGN03110,b49ed32f-03fc-418e-9d88-3d4a3c68b575,9days,0
142627,12/31/2022,CAMPAIGN49972,d4d80d29-9ff1-4c3f-ba36-473a6d60c364,4days,1
142628,1/12/2020,CAMPAIGN03110,4918179e-e2b8-4ed7-b19c-05c3a05fb4bc,11days,1
142630,5/8/2022,CAMPAIGN49972,a8a0392f-672d-4151-b1e3-e79c5cc217af,10days,1
142631,6/24/2021,CAMPAIGN53595,63f7374c-853a-4b5c-8013-69baed2d9d24,12days,1
142634,4/3/2022,CAMPAIGN53595,698e9cb4-4c7d-4ca1-96a2-5933ee34034e,14days,1
142637,7/1/2023,CAMPAIGN53595,51174470-d453-41f3-aae3-fc324de4dcb5,15days,1
142639,6/20/2023,CAMPAIGN52447,88b5f19d-05ac-43ce-bef2-da49fcb19ad1,6days,1
142642,3/6/2021,CAMPAIGN11190,9f56efcf-3629-4e92-9c62-fb8b1e463375,12days,1
142643,11/22/2023,CAMPAIGN33679,879d1192-87ff-4945-a61c-9293295208b4,3days,1
142651,4/30/2020,CAMPAIGN03110,c2eb89de-6851-41d6-9a74-fb953543ee41,4days,1
142652,6/11/2022,CAMPAIGN11190,0ce63371-56aa-4a20-980d-8f144e3cd633,14days,1
142653,12/21/2021,CAMPAIGN52447,d01d3916-809d-4735-8d7e-5a4ceb28d982,9days,1
142655,4/11/2022,CAMPAIGN61872,ea1e639e-972c-4a50-b2d4-99cb1d039547,9days,1
142662,7/15/2021,CAMPAIGN49972,f071e669-7352-46ba-9c67-0909ae9a4db8,3days,1
142677,7/29/2021,CAMPAIGN33679,6cafa41e-95c3-4292-aa35-49e3c350f802,14days,1
142682,8/11/2021,CAMPAIGN49972,fbd17e7f-0fb1-43d3-b5ef-2eedd452ec07,9days,1
142685,8/23/2020,CAMPAIGN33679,f655ba20-0881-49c9-85d3-53a917e13e11,11days,1
142692,10/7/2023,CAMPAIGN11190,86d99de6-d1f6-4092-85f3-a14bf88c20d4,9days,1
142693,8/24/2023,CAMPAIGN61872,2fce4512-8e5f-4a84-8616-e60acd84c24b,8days,1
142699,1/14/2021,CAMPAIGN11190,1ad5466a-48d6-4c0b-a83a-9b9bf3e26c9d,5days,1
142700,1/15/2023,CAMPAIGN53595,35b87747-d63f-4ce8-b29a-a03d68f3314d,13days,1
142706,3/26/2022,CAMPAIGN11190,585675c0-26bb-4b63-9838-6d6476fb466a,8days,0
142708,6/16/2021,CAMPAIGN52447,4e2aeeca-d331-4a88-8bff-d1419ac86a2a,6days,1
142710,4/11/2020,CAMPAIGN46302,fad9545d-9eb6-4688-bfdf-c2c8906a5b59,13days,0
142713,1/18/2023,CAMPAIGN11190,21b38ff6-8c23-4a73-aded-6c1cbda917d1,11days,0
142714,6/18/2021,CAMPAIGN49972,386e614f-34f1-4247-a902-19663e81f01a,10days,0
142715,12/7/2020,CAMPAIGN29983,2561bd57-ca8a-4aa8-9574-44cd4c109d65,11days,0
142716,1/27/2022,CAMPAIGN52447,55678ef7-3b5e-490e-a7d5-953f3c9ac170,14days,1
142719,7/26/2021,CAMPAIGN03110,4506fe58-aa02-49a0-8b71-768d53b5d9ac,14days,1
142720,5/2/2023,CAMPAIGN33679,2f1d0d14-c7ca-481e-a3c5-c077f5b7685b,4days,1
142722,3/10/2023,CAMPAIGN11190,b9d690b4-3cdc-4056-a373-1d27b7230cca,4days,1
142724,2/24/2020,CAMPAIGN52447,760321b3-fbae-48f3-beef-099ef3f3ce32,4days,1
142727,4/5/2020,CAMPAIGN49972,534734a5-767b-48eb-9e24-c4131aa34ae0,4days,1
142729,10/15/2020,CAMPAIGN53595,234e101f-054b-4a93-bf87-f5eeece2c5ca,12days,1
142732,10/16/2021,CAMPAIGN53595,5beca58a-8f4a-4e01-98ec-e975e965a98a,5days,0
142741,9/10/2021,CAMPAIGN52447,0595dd8a-53a6-4d46-92d8-69d2d67be464,5days,1
142744,3/23/2020,CAMPAIGN03110,81d6af29-c36a-4d4f-96d6-f0f6c63f4859,9days,1
142757,6/17/2020,CAMPAIGN11190,f4739523-3b7b-42aa-b2db-ae4b80ebe90a,10days,1
142758,8/14/2023,CAMPAIGN52447,0ae12649-9730-45f3-9341-06da4e21af22,3days,0
142759,8/23/2023,CAMPAIGN24776,fb483dd5-d9ab-4d7d-8ae6-7beea500c862,15days,1
142768,2/13/2023,CAMPAIGN49972,0f6f4590-0ccd-4886-87d3-6ef562513aed,13days,0
142773,4/17/2023,CAMPAIGN61872,1dc6485d-de85-4a0a-8e4f-4f79ff353244,9days,1
142776,2/22/2020,CAMPAIGN53595,8462932c-f37b-4dd9-8533-77073ad9fb3c,3days,0
142777,9/20/2021,CAMPAIGN52447,73aa2aee-5974-4fed-b8f2-04fdd2e2d269,11days,1
142781,3/28/2023,CAMPAIGN53595,5e1b5ea2-e73f-4703-ad1d-e80395b8b6d6,7days,1
142790,5/26/2022,CAMPAIGN52447,d243f00b-b487-4d2a-adc4-178f8d21b111,15days,1
142794,3/31/2022,CAMPAIGN11190,9bb162c8-8274-4be7-8881-a033b576deb7,3days,1
142796,8/19/2022,CAMPAIGN46302,c01ecb22-0626-404e-8c2b-55e873cc2c11,8days,0
142798,3/27/2023,CAMPAIGN33679,6973b848-6d76-4a85-9b76-31f7c9e23367,12days,1
142801,9/18/2020,CAMPAIGN49972,444c5972-774e-48a7-ba5d-e872bc4b2e44,8days,0
142802,4/27/2022,CAMPAIGN52447,dd425a85-9918-4bd8-9f3c-862da2ede06b,5days,1
142809,10/7/2021,CAMPAIGN11190,d93bf693-1f45-4b60-a655-0b003f9beb9f,5days,1
142813,10/22/2020,CAMPAIGN29983,7bcaead2-29b9-442d-a137-1d7a6c3ee358,4days,1
142817,9/11/2022,CAMPAIGN49972,9bf1a910-9964-4c7a-bb5a-c5fb4808c6b4,7days,0
142818,1/6/2020,CAMPAIGN49972,4283d3da-7a75-495e-b8c3-2dd4e2b11254,15days,1
142821,4/29/2021,CAMPAIGN29983,7925d8de-18ab-4ca8-99a4-65b7f1ddf0ba,14days,1
142825,3/13/2023,CAMPAIGN46302,8d2ce271-04e6-4ae8-b386-6df3ee359a99,12days,1
142827,7/22/2021,CAMPAIGN52447,630a9423-0b56-4e9f-977b-02f1f4b3e2cd,7days,1
142829,10/3/2023,CAMPAIGN03110,d06d14e9-36fa-45b4-b68d-3459cf3fd93c,6days,0
142831,1/8/2021,CAMPAIGN61872,563b3913-f76f-49af-bba7-8604d1659ecf,12days,1
142832,4/10/2023,CAMPAIGN29983,ca321010-de0b-4e57-85aa-6877c97884f6,3days,1
142833,3/17/2020,CAMPAIGN52447,2b6123de-643d-4962-8b48-a6bbb23f1a3c,4days,1
142834,7/25/2021,CAMPAIGN46302,fe749623-b235-4df2-a91b-67811b25d049,13days,1
142837,12/27/2022,CAMPAIGN33679,5a4e22c3-7fe0-4307-97d8-b08f74776020,9days,1
142838,8/14/2021,CAMPAIGN46302,184ec56a-d46b-4dc0-a7c8-ed066e9ee7eb,12days,1
142844,12/19/2020,CAMPAIGN52447,327d611a-6d4c-4c1f-bc63-163ddf1dc7b4,3days,1
142847,5/14/2021,CAMPAIGN49972,b0417209-6109-4a5a-b2d0-818911d628d6,15days,1
142852,6/25/2021,CAMPAIGN53595,6c3f2fdf-e084-4f2c-8b9b-c640257241f8,10days,0
142855,11/13/2022,CAMPAIGN49972,e030a882-d948-414e-b04d-5ad77a698469,11days,1
142856,12/24/2020,CAMPAIGN53595,4669e20c-b3d7-403c-9a3e-97feb9ac5397,6days,1
142859,11/19/2023,CAMPAIGN29983,e0d399c7-9b6a-4898-9da4-8cb577a5e5d3,11days,1
142861,5/30/2022,CAMPAIGN33679,c0ef99f3-76db-4b19-99ef-dc9b7b66af2e,15days,1
142862,8/10/2022,CAMPAIGN29983,ae45ea6c-4057-44a1-abe1-ce57da6080ef,8days,1
142864,9/3/2021,CAMPAIGN24776,4afbccf2-9967-4917-a7d4-f4475bd0aba4,12days,0
142865,9/2/2021,CAMPAIGN24776,154a5cde-52a3-46ef-8226-41d8ec5ae523,6days,1
142869,2/8/2023,CAMPAIGN24776,e0ef15ff-04a0-4ee8-9edf-75daee4f4f35,13days,1
142872,11/3/2022,CAMPAIGN33679,4159cab3-4ae3-489f-b9b2-3e4bd7dd40f0,7days,0
142880,8/28/2023,CAMPAIGN03110,16ac3155-1093-422c-a20e-26d3acadbd56,13days,1
142885,4/3/2020,CAMPAIGN46302,8f584743-7db8-4869-abad-5bbdcdbaf915,9days,1
142891,12/2/2020,CAMPAIGN46302,03fbd624-7d63-4bee-bf9b-ec35b85131a3,10days,0
142894,6/23/2020,CAMPAIGN11190,29bb32f8-2a12-4f90-aebc-91917c07847a,14days,0
142900,1/22/2023,CAMPAIGN53595,501b7cb0-824f-4261-a9a6-c1a3bd1dfa00,15days,0
142902,9/17/2021,CAMPAIGN46302,e27b6478-0653-444c-a340-61ff0a1a8442,12days,0
142905,11/4/2022,CAMPAIGN03110,46c8b017-c084-429f-921e-ec9c9e3bd387,14days,1
142909,11/18/2023,CAMPAIGN33679,e8515557-fd8d-4fda-b782-7ad06357f918,12days,0
142914,9/13/2022,CAMPAIGN24776,a106911e-c7b7-4214-942b-368bdbb49c99,10days,1
142919,6/13/2020,CAMPAIGN03110,b3eafd39-a457-48c9-8cf7-ee771c43cea4,15days,0
142920,10/16/2021,CAMPAIGN53595,b8fc47dc-d078-4c55-a543-91daec4fd494,6days,1
142924,10/19/2021,CAMPAIGN29983,f9a55f4a-4cf0-4537-8cbc-a1c9d6efcfc7,15days,1
142927,12/8/2021,CAMPAIGN46302,4621726e-fc3c-4f4e-a047-cf786639a870,11days,0
142931,11/9/2023,CAMPAIGN49972,95d831f5-ad70-4608-bfc1-f42ad80ac8bc,5days,1
142932,10/25/2022,CAMPAIGN24776,c873befd-b6ec-4de9-9950-d8dff4f85faf,5days,0
142934,5/20/2021,CAMPAIGN03110,0f8bf7ca-1c11-4933-894e-86365556fd2e,3days,1
142938,1/28/2020,CAMPAIGN24776,80fb6a37-4bce-48cb-b5fe-33414034f106,15days,0
142963,4/3/2020,CAMPAIGN33679,1f6a479e-5c88-4aa4-8030-f3038fcbbbd0,15days,1
142971,1/23/2021,CAMPAIGN61872,52b1525a-b801-4e82-8387-35564546e796,9days,1
142975,9/17/2021,CAMPAIGN61872,63cc7fe7-f55f-448a-addc-e607353ff2a0,13days,0
142978,5/13/2022,CAMPAIGN61872,7b2cc4d6-385d-44b2-a9bb-7a2b61e5bb77,15days,1
142980,4/7/2021,CAMPAIGN03110,4451b509-16ee-4bb0-8abf-543333f6a313,10days,1
142983,10/2/2023,CAMPAIGN03110,e82855cb-b253-4cf3-a055-916897ea715b,12days,1
142985,10/29/2022,CAMPAIGN33679,c68c4963-e838-494c-969d-1ac296ce53d0,13days,1
142988,7/27/2020,CAMPAIGN33679,4f5cee50-59b9-4aec-b904-8c4db6d83410,11days,0
142995,5/19/2022,CAMPAIGN33679,65f268e0-7ccb-40e1-90c3-a4acf1ee72c2,5days,1
142999,1/11/2020,CAMPAIGN52447,a121b616-62fa-4661-8fa7-a5ed932090ee,11days,1
143002,9/24/2021,CAMPAIGN33679,c32cc850-f3e8-4b1a-b5ea-314b33ca3c61,15days,1
143008,9/11/2023,CAMPAIGN53595,5b323526-cd35-464d-abff-cbdec800bece,10days,1
143010,2/3/2023,CAMPAIGN03110,967bf7d6-0008-4f4b-9475-cc6e5f133342,12days,1
143012,4/30/2021,CAMPAIGN03110,0b3b154b-5ffd-460e-bb57-ab4b7ae6d841,5days,1
143015,1/31/2023,CAMPAIGN29983,d30e211b-285b-4e8f-b381-09df73277372,7days,1
143019,9/5/2022,CAMPAIGN29983,4b55a1fe-e602-44e8-9855-07c05596aa8b,14days,0
